"","county","State","estimate_percent_distribution_family_income_by_number_of_earners_no_earners","margin_of_error_percent_distribution_moe_family_income_by_number_of_earners_no_earners","estimate_median_income_dollars_family_income_by_number_of_earners_no_earners","margin_of_error_median_income_dollars_moe_family_income_by_number_of_earners_no_earners","state_fips_code","county_fips_code"
"6241","Montgomery"," Maryland",8.4,0.3,"75792","5500",20,125
"6242","Montgomery"," Maryland",8.4,0.3,"75792","5500",21,173
"6243","Montgomery"," Maryland",8.4,0.3,"75792","5500",24,31
"6244","Montgomery"," Maryland",8.4,0.3,"75792","5500",28,97
"6245","Montgomery"," Maryland",8.4,0.3,"75792","5500",29,139
"6246","Montgomery"," Maryland",8.4,0.3,"75792","5500",36,57
"6247","Montgomery"," Maryland",8.4,0.3,"75792","5500",37,123
"6248","Montgomery"," Maryland",8.4,0.3,"75792","5500",39,113
"6249","Montgomery"," Maryland",8.4,0.3,"75792","5500",42,91
"6250","Montgomery"," Maryland",8.4,0.3,"75792","5500",47,125
"6251","Montgomery"," Maryland",8.4,0.3,"75792","5500",48,339
"6252","Montgomery"," Maryland",8.4,0.3,"75792","5500",51,121
"6253","Prince George's"," Maryland",8,0.3,"49117","2052",NA,NA
"6254","Queen Anne's"," Maryland",13.4,1.4,"53555","9869",NA,NA
"6255","St. Mary's"," Maryland",11.8,1.3,"48205","7933",NA,NA
"6256","Somerset"," Maryland",19.7,4.4,"27703","7429",23,25
"6257","Somerset"," Maryland",19.7,4.4,"27703","7429",24,39
"6258","Somerset"," Maryland",19.7,4.4,"27703","7429",34,35
"6259","Somerset"," Maryland",19.7,4.4,"27703","7429",42,111
"6260","Talbot"," Maryland",20,1.9,"63000","10399",13,263
"6261","Talbot"," Maryland",20,1.9,"63000","10399",24,41
"6262","Washington"," Maryland",16.3,1.1,"37945","3196",1,129
"6263","Washington"," Maryland",16.3,1.1,"37945","3196",5,143
"6264","Washington"," Maryland",16.3,1.1,"37945","3196",8,121
"6265","Washington"," Maryland",16.3,1.1,"37945","3196",12,133
"6266","Washington"," Maryland",16.3,1.1,"37945","3196",13,303
"6267","Washington"," Maryland",16.3,1.1,"37945","3196",16,87
"6268","Washington"," Maryland",16.3,1.1,"37945","3196",17,189
"6269","Washington"," Maryland",16.3,1.1,"37945","3196",18,175
"6270","Washington"," Maryland",16.3,1.1,"37945","3196",19,183
"6271","Washington"," Maryland",16.3,1.1,"37945","3196",20,201
"6272","Washington"," Maryland",16.3,1.1,"37945","3196",21,229
"6273","Washington"," Maryland",16.3,1.1,"37945","3196",22,117
"6274","Washington"," Maryland",16.3,1.1,"37945","3196",23,29
"6275","Washington"," Maryland",16.3,1.1,"37945","3196",24,43
"6276","Washington"," Maryland",16.3,1.1,"37945","3196",27,163
"6277","Washington"," Maryland",16.3,1.1,"37945","3196",28,151
"6278","Washington"," Maryland",16.3,1.1,"37945","3196",29,221
"6279","Washington"," Maryland",16.3,1.1,"37945","3196",31,177
"6280","Washington"," Maryland",16.3,1.1,"37945","3196",36,115
"6281","Washington"," Maryland",16.3,1.1,"37945","3196",37,187
"6282","Washington"," Maryland",16.3,1.1,"37945","3196",39,167
"6283","Washington"," Maryland",16.3,1.1,"37945","3196",40,147
"6284","Washington"," Maryland",16.3,1.1,"37945","3196",41,67
"6285","Washington"," Maryland",16.3,1.1,"37945","3196",42,125
"6286","Washington"," Maryland",16.3,1.1,"37945","3196",44,9
"6287","Washington"," Maryland",16.3,1.1,"37945","3196",47,179
"6288","Washington"," Maryland",16.3,1.1,"37945","3196",48,477
"6289","Washington"," Maryland",16.3,1.1,"37945","3196",49,53
"6290","Washington"," Maryland",16.3,1.1,"37945","3196",50,23
"6291","Washington"," Maryland",16.3,1.1,"37945","3196",51,191
"6292","Washington"," Maryland",16.3,1.1,"37945","3196",55,131
"6293","Wicomico"," Maryland",13.5,1.3,"39627","5261",24,45
"6294","Worcester"," Maryland",22.1,1.7,"53197","8083",24,47
"6295","Worcester"," Maryland",22.1,1.7,"53197","8083",25,27
"6296","Barnstable"," Massachusetts",20.8,0.8,"60607","3427",25,1
"6297","Berkshire"," Massachusetts",17.3,1,"43550","3560",25,3
"6298","Bristol"," Massachusetts",14.4,0.6,"32873","1239",2,60
"6299","Bristol"," Massachusetts",14.4,0.6,"32873","1239",25,5
"6300","Bristol"," Massachusetts",14.4,0.6,"32873","1239",44,1
"6301","Bristol"," Massachusetts",14.4,0.6,"32873","1239",51,520
"6302","Dukes"," Massachusetts",16.1,3.7,"50132","18341",25,7
"6303","Essex"," Massachusetts",11.7,0.4,"38886","2009",25,9
"6304","Essex"," Massachusetts",11.7,0.4,"38886","2009",34,13
"6305","Essex"," Massachusetts",11.7,0.4,"38886","2009",36,31
"6306","Essex"," Massachusetts",11.7,0.4,"38886","2009",50,9
"6307","Essex"," Massachusetts",11.7,0.4,"38886","2009",51,57
"6308","Franklin"," Massachusetts",14.8,1,"43063","5377",1,59
"6309","Franklin"," Massachusetts",14.8,1,"43063","5377",5,47
"6310","Franklin"," Massachusetts",14.8,1,"43063","5377",12,37
"6311","Franklin"," Massachusetts",14.8,1,"43063","5377",13,119
"6312","Franklin"," Massachusetts",14.8,1,"43063","5377",16,41
"6313","Franklin"," Massachusetts",14.8,1,"43063","5377",17,55
"6314","Franklin"," Massachusetts",14.8,1,"43063","5377",18,47
"6315","Franklin"," Massachusetts",14.8,1,"43063","5377",19,69
"6316","Franklin"," Massachusetts",14.8,1,"43063","5377",20,59
"6317","Franklin"," Massachusetts",14.8,1,"43063","5377",21,73
"6318","Franklin"," Massachusetts",14.8,1,"43063","5377",22,41
"6319","Franklin"," Massachusetts",14.8,1,"43063","5377",23,7
"6320","Franklin"," Massachusetts",14.8,1,"43063","5377",25,11
"6321","Franklin"," Massachusetts",14.8,1,"43063","5377",28,37
"6322","Franklin"," Massachusetts",14.8,1,"43063","5377",29,71
"6323","Franklin"," Massachusetts",14.8,1,"43063","5377",31,61
"6324","Franklin"," Massachusetts",14.8,1,"43063","5377",36,33
"6325","Franklin"," Massachusetts",14.8,1,"43063","5377",37,69
"6326","Franklin"," Massachusetts",14.8,1,"43063","5377",39,49
"6327","Franklin"," Massachusetts",14.8,1,"43063","5377",42,55
"6328","Franklin"," Massachusetts",14.8,1,"43063","5377",47,51
"6329","Franklin"," Massachusetts",14.8,1,"43063","5377",48,159
"6330","Franklin"," Massachusetts",14.8,1,"43063","5377",50,11
"6331","Franklin"," Massachusetts",14.8,1,"43063","5377",51,67
"6332","Franklin"," Massachusetts",14.8,1,"43063","5377",51,620
"6333","Franklin"," Massachusetts",14.8,1,"43063","5377",53,21
"6334","Hampden"," Massachusetts",17.2,0.7,"25583","1498",25,13
"6335","Hampshire"," Massachusetts",14,1.1,"38960","3717",25,15
"6336","Hampshire"," Massachusetts",14,1.1,"38960","3717",54,27
"6337","Middlesex"," Massachusetts",9.8,0.3,"45593","1915",9,7
"6338","Middlesex"," Massachusetts",9.8,0.3,"45593","1915",25,17
"6339","Middlesex"," Massachusetts",9.8,0.3,"45593","1915",34,23
"6340","Middlesex"," Massachusetts",9.8,0.3,"45593","1915",51,119
"6341","Nantucket"," Massachusetts",10.1,2.8,"69000","37607",25,19
"6342","Norfolk"," Massachusetts",10,0.4,"48810","2773",25,21
"6343","Norfolk"," Massachusetts",10,0.4,"48810","2773",51,710
"6344","Plymouth"," Massachusetts",12,0.6,"44567","2357",19,149
"6345","Plymouth"," Massachusetts",12,0.6,"44567","2357",25,23
"6346","Suffolk"," Massachusetts",10.8,0.6,"19313","1115",25,25
"6347","Suffolk"," Massachusetts",10.8,0.6,"19313","1115",36,103
"6348","Suffolk"," Massachusetts",10.8,0.6,"19313","1115",51,800
"6349","Worcester"," Massachusetts",12.5,0.4,"34645","1301",24,47
"6350","Worcester"," Massachusetts",12.5,0.4,"34645","1301",25,27
"6351","Alcona"," Michigan",41.8,2.3,"40528","2688",26,1
"6352","Alger"," Michigan",32.1,3.5,"43641","6702",26,3
"6353","Allegan"," Michigan",15.3,0.9,"37384","2744",26,5
"6354","Alpena"," Michigan",24.9,1.8,"39714","3453",26,7
"6355","Antrim"," Michigan",26.3,1.4,"48695","3659",26,9
"6356","Arenac"," Michigan",29.8,1.8,"39298","2319",26,11
"6357","Baraga"," Michigan",30,3.8,"34356","4057",26,13
"6358","Barry"," Michigan",17.1,1.1,"46764","4027",26,15
"6359","Barry"," Michigan",17.1,1.1,"46764","4027",29,9
"6360","Bay"," Michigan",21.7,1.4,"42179","3271",12,5
"6361","Bay"," Michigan",21.7,1.4,"42179","3271",26,17
"6362","Benzie"," Michigan",24.4,1.9,"49704","5109",26,19
"6363","Berrien"," Michigan",16.4,1,"36172","2439",13,19
"6364","Berrien"," Michigan",16.4,1,"36172","2439",26,21
"6365","Branch"," Michigan",18.7,1.3,"38608","2511",26,23
"6366","Calhoun"," Michigan",19.4,0.9,"37394","3607",1,15
"6367","Calhoun"," Michigan",19.4,0.9,"37394","3607",5,13
"6368","Calhoun"," Michigan",19.4,0.9,"37394","3607",12,13
"6369","Calhoun"," Michigan",19.4,0.9,"37394","3607",13,37
"6370","Calhoun"," Michigan",19.4,0.9,"37394","3607",17,13
"6371","Calhoun"," Michigan",19.4,0.9,"37394","3607",19,25
"6372","Calhoun"," Michigan",19.4,0.9,"37394","3607",26,25
"6373","Calhoun"," Michigan",19.4,0.9,"37394","3607",28,13
"6374","Calhoun"," Michigan",19.4,0.9,"37394","3607",45,17
"6375","Calhoun"," Michigan",19.4,0.9,"37394","3607",48,57
"6376","Calhoun"," Michigan",19.4,0.9,"37394","3607",54,13
"6377","Cass"," Michigan",19,1.4,"37359","4489",17,17
"6378","Cass"," Michigan",19,1.4,"37359","4489",18,17
"6379","Cass"," Michigan",19,1.4,"37359","4489",19,29
"6380","Cass"," Michigan",19,1.4,"37359","4489",26,27
"6381","Cass"," Michigan",19,1.4,"37359","4489",27,21
"6382","Cass"," Michigan",19,1.4,"37359","4489",29,37
"6383","Cass"," Michigan",19,1.4,"37359","4489",31,25
"6384","Cass"," Michigan",19,1.4,"37359","4489",38,17
"6385","Cass"," Michigan",19,1.4,"37359","4489",48,67
"6386","Charlevoix"," Michigan",20.7,1.5,"51852","6137",26,29
"6387","Cheboygan"," Michigan",26.6,1.8,"44069","4713",26,31
"6388","Chippewa"," Michigan",23.8,2,"37378","2915",26,33
"6389","Chippewa"," Michigan",23.8,2,"37378","2915",27,23
"6390","Chippewa"," Michigan",23.8,2,"37378","2915",55,17
"6391","Clare"," Michigan",30.5,1.8,"34398","1776",26,35
"6392","Clinton"," Michigan",15.9,1,"48768","2125",17,27
"6393","Clinton"," Michigan",15.9,1,"48768","2125",18,23
"6394","Clinton"," Michigan",15.9,1,"48768","2125",19,45
"6395","Clinton"," Michigan",15.9,1,"48768","2125",21,53
"6396","Clinton"," Michigan",15.9,1,"48768","2125",26,37
"6397","Clinton"," Michigan",15.9,1,"48768","2125",29,49
"6398","Clinton"," Michigan",15.9,1,"48768","2125",36,19
"6399","Clinton"," Michigan",15.9,1,"48768","2125",39,27
"6400","Clinton"," Michigan",15.9,1,"48768","2125",42,35
"6401","Crawford"," Michigan",31.3,2.3,"41716","3096",5,33
"6402","Crawford"," Michigan",31.3,2.3,"41716","3096",13,79
"6403","Crawford"," Michigan",31.3,2.3,"41716","3096",17,33
"6404","Crawford"," Michigan",31.3,2.3,"41716","3096",18,25
"6405","Crawford"," Michigan",31.3,2.3,"41716","3096",19,47
"6406","Crawford"," Michigan",31.3,2.3,"41716","3096",20,37
"6407","Crawford"," Michigan",31.3,2.3,"41716","3096",26,39
"6408","Crawford"," Michigan",31.3,2.3,"41716","3096",29,55
"6409","Crawford"," Michigan",31.3,2.3,"41716","3096",39,33
"6410","Crawford"," Michigan",31.3,2.3,"41716","3096",42,39
"6411","Crawford"," Michigan",31.3,2.3,"41716","3096",55,23
"6412","Delta"," Michigan",23.9,1.6,"41017","4122",8,29
"6413","Delta"," Michigan",23.9,1.6,"41017","4122",26,41
"6414","Delta"," Michigan",23.9,1.6,"41017","4122",48,119
"6415","Dickinson"," Michigan",22.2,2.1,"38513","3534",19,59
"6416","Dickinson"," Michigan",22.2,2.1,"38513","3534",20,41
"6417","Dickinson"," Michigan",22.2,2.1,"38513","3534",26,43
"6418","Eaton"," Michigan",16.8,0.9,"55546","1656",26,45
"6419","Emmet"," Michigan",18.6,1.6,"50024","5695",19,63
"6420","Emmet"," Michigan",18.6,1.6,"50024","5695",26,47
"6421","Genesee"," Michigan",21.5,0.7,"39073","1363",26,49
"6422","Genesee"," Michigan",21.5,0.7,"39073","1363",36,37
"6423","Gladwin"," Michigan",35,1.9,"40922","1994",26,51
"6424","Gogebic"," Michigan",22.9,2.6,"40530","2912",26,53
"6425","Grand Traverse"," Michigan",15.1,1.1,"53527","8238",NA,NA
"6426","Gratiot"," Michigan",19.4,1.5,"34839","3923",26,57
"6427","Hillsdale"," Michigan",21.7,1.2,"36187","2297",26,59
"6428","Houghton"," Michigan",21.1,1.7,"42126","2839",26,61
"6429","Huron"," Michigan",22.7,1.4,"40946","2625",26,63
"6430","Huron"," Michigan",22.7,1.4,"40946","2625",39,77
"6431","Ingham"," Michigan",15.1,0.9,"41090","2031",26,65
"6432","Ionia"," Michigan",15.4,1.1,"43333","4731",26,67
"6433","Iosco"," Michigan",33.1,2,"44652","2954",26,69
"6434","Iron"," Michigan",29.8,2.9,"42222","6698",26,71
"6435","Iron"," Michigan",29.8,2.9,"42222","6698",29,93
"6436","Iron"," Michigan",29.8,2.9,"42222","6698",49,21
"6437","Iron"," Michigan",29.8,2.9,"42222","6698",55,51
"6438","Isabella"," Michigan",17.3,1.2,"41834","3055",26,73
"6439","Jackson"," Michigan",17.9,1.1,"40411","2291",1,71
"6440","Jackson"," Michigan",17.9,1.1,"40411","2291",5,67
"6441","Jackson"," Michigan",17.9,1.1,"40411","2291",8,57
"6442","Jackson"," Michigan",17.9,1.1,"40411","2291",12,63
"6443","Jackson"," Michigan",17.9,1.1,"40411","2291",13,157
"6444","Jackson"," Michigan",17.9,1.1,"40411","2291",17,77
"6445","Jackson"," Michigan",17.9,1.1,"40411","2291",18,71
"6446","Jackson"," Michigan",17.9,1.1,"40411","2291",19,97
"6447","Jackson"," Michigan",17.9,1.1,"40411","2291",20,85
"6448","Jackson"," Michigan",17.9,1.1,"40411","2291",21,109
"6449","Jackson"," Michigan",17.9,1.1,"40411","2291",22,49
"6450","Jackson"," Michigan",17.9,1.1,"40411","2291",26,75
"6451","Jackson"," Michigan",17.9,1.1,"40411","2291",27,63
"6452","Jackson"," Michigan",17.9,1.1,"40411","2291",28,59
"6453","Jackson"," Michigan",17.9,1.1,"40411","2291",29,95
"6454","Jackson"," Michigan",17.9,1.1,"40411","2291",37,99
"6455","Jackson"," Michigan",17.9,1.1,"40411","2291",39,79
"6456","Jackson"," Michigan",17.9,1.1,"40411","2291",40,65
"6457","Jackson"," Michigan",17.9,1.1,"40411","2291",41,29
"6458","Jackson"," Michigan",17.9,1.1,"40411","2291",46,71
"6459","Jackson"," Michigan",17.9,1.1,"40411","2291",47,87
"6460","Jackson"," Michigan",17.9,1.1,"40411","2291",48,239
"6461","Jackson"," Michigan",17.9,1.1,"40411","2291",54,35
"6462","Jackson"," Michigan",17.9,1.1,"40411","2291",55,53
"6463","Kalamazoo"," Michigan",14.6,0.8,"44776","3193",26,77
"6464","Kalkaska"," Michigan",22.1,1.6,"36159","3704",26,79
"6465","Kent"," Michigan",11.6,0.4,"41464","1489",10,1
"6466","Kent"," Michigan",11.6,0.4,"41464","1489",24,29
"6467","Kent"," Michigan",11.6,0.4,"41464","1489",26,81
"6468","Kent"," Michigan",11.6,0.4,"41464","1489",44,3
"6469","Kent"," Michigan",11.6,0.4,"41464","1489",48,263
"6470","Keweenaw"," Michigan",30.5,5.3,"46458","9658",26,83
"6471","Lake"," Michigan",37,2.7,"36069","1794",2,164
"6472","Lake"," Michigan",37,2.7,"36069","1794",6,33
"6473","Lake"," Michigan",37,2.7,"36069","1794",8,65
"6474","Lake"," Michigan",37,2.7,"36069","1794",12,69
"6475","Lake"," Michigan",37,2.7,"36069","1794",17,97
"6476","Lake"," Michigan",37,2.7,"36069","1794",18,89
"6477","Lake"," Michigan",37,2.7,"36069","1794",26,85
"6478","Lake"," Michigan",37,2.7,"36069","1794",27,75
"6479","Lake"," Michigan",37,2.7,"36069","1794",27,77
"6480","Lake"," Michigan",37,2.7,"36069","1794",30,47
"6481","Lake"," Michigan",37,2.7,"36069","1794",39,85
"6482","Lake"," Michigan",37,2.7,"36069","1794",41,37
"6483","Lake"," Michigan",37,2.7,"36069","1794",46,79
"6484","Lake"," Michigan",37,2.7,"36069","1794",47,95
"6485","Lapeer"," Michigan",19.2,1.1,"44129","2485",26,87
"6486","Leelanau"," Michigan",24.1,1.9,"63438","5556",26,89
"6487","Lenawee"," Michigan",18.1,1,"44181","3391",26,91
"6488","Livingston"," Michigan",14.3,0.7,"54503","2259",17,105
"6489","Livingston"," Michigan",14.3,0.7,"54503","2259",21,139
"6490","Livingston"," Michigan",14.3,0.7,"54503","2259",22,63
"6491","Livingston"," Michigan",14.3,0.7,"54503","2259",26,93
"6492","Livingston"," Michigan",14.3,0.7,"54503","2259",29,117
"6493","Livingston"," Michigan",14.3,0.7,"54503","2259",36,51
"6494","Luce"," Michigan",28.3,3.7,"37115","4652",26,95
"6495","Mackinac"," Michigan",25.5,2.3,"43375","5192",26,97
"6496","Macomb"," Michigan",15.5,0.3,"42986","1164",26,99
"6497","Manistee"," Michigan",27.8,1.8,"44250","3529",26,101
"6498","Marquette"," Michigan",22.5,1.3,"48251","2237",26,103
"6499","Marquette"," Michigan",22.5,1.3,"48251","2237",55,77
"6500","Mason"," Michigan",22.7,1.5,"44675","3543",17,125
"6501","Mason"," Michigan",22.7,1.5,"44675","3543",21,161
"6502","Mason"," Michigan",22.7,1.5,"44675","3543",26,105
"6503","Mason"," Michigan",22.7,1.5,"44675","3543",48,319
"6504","Mason"," Michigan",22.7,1.5,"44675","3543",53,45
"6505","Mason"," Michigan",22.7,1.5,"44675","3543",54,53
"6506","Mecosta"," Michigan",24.6,1.7,"41827","2696",26,107
"6507","Menominee"," Michigan",21.7,1.9,"38170","4052",26,109
"6508","Menominee"," Michigan",21.7,1.9,"38170","4052",55,78
"6509","Midland"," Michigan",19.8,1.2,"48729","3047",26,111
"6510","Midland"," Michigan",19.8,1.2,"48729","3047",48,329
"6511","Missaukee"," Michigan",24,1.8,"38446","3437",26,113
"6512","Monroe"," Michigan",17.4,0.9,"43205","2141",1,99
"6513","Monroe"," Michigan",17.4,0.9,"43205","2141",5,95
"6514","Monroe"," Michigan",17.4,0.9,"43205","2141",12,87
"6515","Monroe"," Michigan",17.4,0.9,"43205","2141",13,207
"6516","Monroe"," Michigan",17.4,0.9,"43205","2141",17,133
"6517","Monroe"," Michigan",17.4,0.9,"43205","2141",18,105
"6518","Monroe"," Michigan",17.4,0.9,"43205","2141",19,135
"6519","Monroe"," Michigan",17.4,0.9,"43205","2141",21,171
"6520","Monroe"," Michigan",17.4,0.9,"43205","2141",26,115
"6521","Monroe"," Michigan",17.4,0.9,"43205","2141",28,95
"6522","Monroe"," Michigan",17.4,0.9,"43205","2141",29,137
"6523","Monroe"," Michigan",17.4,0.9,"43205","2141",36,55
"6524","Monroe"," Michigan",17.4,0.9,"43205","2141",39,111
"6525","Monroe"," Michigan",17.4,0.9,"43205","2141",42,89
"6526","Monroe"," Michigan",17.4,0.9,"43205","2141",47,123
"6527","Monroe"," Michigan",17.4,0.9,"43205","2141",54,63
"6528","Monroe"," Michigan",17.4,0.9,"43205","2141",55,81
"6529","Montcalm"," Michigan",19.9,1.5,"33912","2394",26,117
"6530","Montmorency"," Michigan",35.7,2.7,"40256","2977",26,119
"6531","Muskegon"," Michigan",17.8,0.8,"37930","1428",26,121
"6532","Newaygo"," Michigan",22,1.2,"35368","1896",26,123
"6533","Oakland"," Michigan",12.7,0.3,"50680","1093",26,125
"6534","Oceana"," Michigan",22.8,1.6,"38810","3736",26,127
"6535","Ogemaw"," Michigan",32,2,"33503","3122",26,129
"6536","Ontonagon"," Michigan",39.2,3.3,"34958","3674",26,131
"6537","Osceola"," Michigan",26,1.4,"34037","2548",12,97
"6538","Osceola"," Michigan",26,1.4,"34037","2548",19,143
"6539","Osceola"," Michigan",26,1.4,"34037","2548",26,133
"6540","Oscoda"," Michigan",28.7,3,"39129","4070",26,135
"6541","Otsego"," Michigan",21.6,2,"41699","7668",26,137
"6542","Otsego"," Michigan",21.6,2,"41699","7668",36,77
"6543","Ottawa"," Michigan",12.2,0.6,"46987","2478",20,143
"6544","Ottawa"," Michigan",12.2,0.6,"46987","2478",26,139
"6545","Ottawa"," Michigan",12.2,0.6,"46987","2478",39,123
"6546","Ottawa"," Michigan",12.2,0.6,"46987","2478",40,115
"6547","Presque Isle"," Michigan",34.4,1.9,"43064","2633",NA,NA
"6548","Roscommon"," Michigan",38.6,2.3,"43824","1942",26,143
"6549","Saginaw"," Michigan",20.9,1.1,"42569","1849",26,145
"6550","St."," Michigan",18.7,0.8,"44157","1224",NA,NA
"6551","St. Joseph"," Michigan",14.9,1.3,"37744","3604",NA,NA
"6552","Sanilac"," Michigan",22.6,1.2,"37270","2366",26,151
"6553","Schoolcraft"," Michigan",28.1,2.8,"42898","6788",26,153
"6554","Shiawassee"," Michigan",18.6,1.2,"39739","1692",26,155
"6555","Tuscola"," Michigan",20.6,1.2,"37508","1690",26,157
"6556","Van Buren"," Michigan",16.2,1,"39712","2535",NA,NA
"6557","Washtenaw"," Michigan",12.1,0.6,"54203","2747",26,161
"6558","Wayne"," Michigan",18.7,0.3,"28334","780",13,305
"6559","Wayne"," Michigan",18.7,0.3,"28334","780",17,191
"6560","Wayne"," Michigan",18.7,0.3,"28334","780",18,177
"6561","Wayne"," Michigan",18.7,0.3,"28334","780",19,185
"6562","Wayne"," Michigan",18.7,0.3,"28334","780",21,231
"6563","Wayne"," Michigan",18.7,0.3,"28334","780",26,163
"6564","Wayne"," Michigan",18.7,0.3,"28334","780",28,153
"6565","Wayne"," Michigan",18.7,0.3,"28334","780",29,223
"6566","Wayne"," Michigan",18.7,0.3,"28334","780",31,179
"6567","Wayne"," Michigan",18.7,0.3,"28334","780",36,117
"6568","Wayne"," Michigan",18.7,0.3,"28334","780",37,191
"6569","Wayne"," Michigan",18.7,0.3,"28334","780",39,169
"6570","Wayne"," Michigan",18.7,0.3,"28334","780",42,127
"6571","Wayne"," Michigan",18.7,0.3,"28334","780",47,181
"6572","Wayne"," Michigan",18.7,0.3,"28334","780",49,55
"6573","Wayne"," Michigan",18.7,0.3,"28334","780",54,99
"6574","Wexford"," Michigan",22.1,1.7,"35589","3045",26,165
"6575","Aitkin"," Minnesota",30.6,1.6,"42147","2403",27,1
"6576","Anoka"," Minnesota",10.7,0.5,"48438","2103",27,3
"6577","Becker"," Minnesota",15.7,0.9,"47047","2281",27,5
"6578","Beltrami"," Minnesota",16.1,1.6,"40721","3934",27,7
"6579","Benton"," Minnesota",12.6,1.6,"37114","5750",5,7
"6580","Benton"," Minnesota",12.6,1.6,"37114","5750",18,7
"6581","Benton"," Minnesota",12.6,1.6,"37114","5750",19,11
"6582","Benton"," Minnesota",12.6,1.6,"37114","5750",27,9
"6583","Benton"," Minnesota",12.6,1.6,"37114","5750",28,9
"6584","Benton"," Minnesota",12.6,1.6,"37114","5750",29,15
"6585","Benton"," Minnesota",12.6,1.6,"37114","5750",41,3
"6586","Benton"," Minnesota",12.6,1.6,"37114","5750",47,5
"6587","Benton"," Minnesota",12.6,1.6,"37114","5750",53,5
"6588","Big Stone"," Minnesota",16.9,3.3,"41176","5115",NA,NA
"6589","Blue Earth"," Minnesota",11.4,1.1,"42564","3841",NA,NA
"6590","Brown"," Minnesota",14.7,1.6,"42243","3086",17,9
"6591","Brown"," Minnesota",14.7,1.6,"42243","3086",18,13
"6592","Brown"," Minnesota",14.7,1.6,"42243","3086",20,13
