"","state","county","percent_of_adults_with_less_than_a_high_school_diploma_2014_18","percent_of_adults_with_a_high_school_diploma_only_2014_18","percent_of_adults_completing_some_college_or_associates_degree_2014_18","percent_of_adults_with_a_bachelors_degree_or_higher_2014_18"
"2057","ND","Logan County",13.4,36.1,34.1,16.4
"2058","ND","McHenry County",10.1,34.1,35.9,19.8
"2059","ND","McIntosh County",19.9,29.7,33.6,16.8
"2060","ND","McKenzie County",8.2,28.8,36.8,26.1
"2061","ND","McLean County",8.2,34.1,37.2,20.5
"2062","ND","Mercer County",7.3,27.1,44,21.6
"2063","ND","Morton County",8.4,30.6,34.7,26.3
"2064","ND","Mountrail County",9,31.8,38.6,20.6
"2065","ND","Nelson County",8.3,30.9,38.1,22.7
"2066","ND","Oliver County",10.3,31.7,39.4,18.7
"2067","ND","Pembina County",11.4,32.8,35.4,20.4
"2068","ND","Pierce County",8.1,35.4,37.3,19.2
"2069","ND","Ramsey County",8.2,28.9,36.8,26.1
"2070","ND","Ransom County",7.3,39.1,33.9,19.7
"2071","ND","Renville County",6,33.8,42.4,17.8
"2072","ND","Richland County",9.4,27.5,41.5,21.6
"2073","ND","Rolette County",13.7,25.2,41.1,20
"2074","ND","Sargent County",8.3,36.7,37.5,17.5
"2075","ND","Sheridan County",14.4,37.4,37.2,10.9
"2076","ND","Sioux County",16,32.2,35.6,16.2
"2077","ND","Slope County",10.7,28,34.7,26.5
"2078","ND","Stark County",8.2,33,35.9,22.9
"2079","ND","Steele County",3.7,29.2,39.7,27.5
"2080","ND","Stutsman County",8.9,34.6,32.9,23.5
"2081","ND","Towner County",8,32.2,41.6,18.2
"2082","ND","Traill County",7.3,25.5,40.4,26.8
"2083","ND","Walsh County",14.1,33.9,35.2,16.8
"2084","ND","Ward County",6.6,31.1,34,28.3
"2085","ND","Wells County",15,34.2,28.7,22.1
"2086","ND","Williams County",7.9,26.4,40.8,24.8
"2087","OH","Ohio",9.9,33.3,29.1,27.8
"2088","OH","Adams County",20.8,43.6,22.6,12.9
"2089","OH","Allen County",10.4,38.5,33.2,17.8
"2090","OH","Ashland County",11.4,42.8,24.8,21.1
"2091","OH","Ashtabula County",14,44.4,27.4,14.1
"2092","OH","Athens County",10.4,34.9,25,29.7
"2093","OH","Auglaize County",6.8,43.7,30.6,18.9
"2094","OH","Belmont County",9.6,42.7,31.5,16.2
"2095","OH","Brown County",12.6,46.1,27.1,14.2
"2096","OH","Butler County",9.7,32.8,27.8,29.8
"2097","OH","Carroll County",11.3,47.9,27.2,13.6
"2098","OH","Champaign County",9.3,47.5,28.2,14.9
"2099","OH","Clark County",12.5,36.8,32.1,18.6
"2100","OH","Clermont County",9.8,33,29.2,28
"2101","OH","Clinton County",11.5,39.7,30.2,18.7
"2102","OH","Columbiana County",12.2,45.1,27.9,14.8
"2103","OH","Coshocton County",15.8,48.4,23.4,12.5
"2104","OH","Crawford County",9.7,45.8,29.7,14.8
"2105","OH","Cuyahoga County",10.7,28,29.5,31.9
"2106","OH","Darke County",9.3,48.6,27.4,14.7
"2107","OH","Defiance County",8,44,31.3,16.7
"2108","OH","Delaware County",3.3,18.8,23.5,54.4
"2109","OH","Erie County",8.1,37.8,31.4,22.7
"2110","OH","Fairfield County",7.6,33.6,31.5,27.2
"2111","OH","Fayette County",13.9,47.2,22.8,16.1
"2112","OH","Franklin County",9,24.8,26.9,39.3
"2113","OH","Fulton County",8.8,41.4,32.6,17.2
"2114","OH","Gallia County",18.2,40.7,25.8,15.3
"2115","OH","Geauga County",9.5,25.1,27.3,38.1
"2116","OH","Greene County",6.6,24.4,30,39
"2117","OH","Guernsey County",14.1,44.1,27.7,14.2
"2118","OH","Hamilton County",9,26.4,27.5,37.1
"2119","OH","Hancock County",7.7,36.2,29.4,26.7
"2120","OH","Hardin County",10.5,48.4,24.5,16.6
"2121","OH","Harrison County",14.2,48.2,27.5,10.1
"2122","OH","Henry County",6.9,43.2,31.8,18
"2123","OH","Highland County",15.8,45.4,26.2,12.6
"2124","OH","Hocking County",10.3,44.8,30.1,14.8
"2125","OH","Holmes County",42.4,33.2,15.5,8.9
"2126","OH","Huron County",11.8,46.6,28.1,13.6
"2127","OH","Jackson County",15.5,41.8,27.5,15.3
"2128","OH","Jefferson County",9.7,43.4,31.6,15.3
"2129","OH","Knox County",9.3,40,27.9,22.8
"2130","OH","Lake County",8,31.9,32.2,27.9
"2131","OH","Lawrence County",13.5,43.5,28.6,14.3
"2132","OH","Licking County",8.8,34.8,30.3,26.2
"2133","OH","Logan County",8.7,49,26.3,16
"2134","OH","Lorain County",10.3,31.5,34.1,24
"2135","OH","Lucas County",10.8,29.7,33.2,26.3
"2136","OH","Madison County",13,41.5,28.6,16.9
"2137","OH","Mahoning County",9.1,38,28.8,24.1
"2138","OH","Marion County",12.4,43.4,31.1,13.1
"2139","OH","Medina County",5.1,31.6,30,33.3
"2140","OH","Meigs County",17.2,41.8,28.2,12.8
"2141","OH","Mercer County",8.3,46.5,28.4,16.7
"2142","OH","Miami County",9.8,36.8,30.8,22.6
"2143","OH","Monroe County",11.9,52.2,24,11.9
"2144","OH","Montgomery County",9.9,28.1,34.6,27.4
"2145","OH","Morgan County",13.5,45.6,29.5,11.3
"2146","OH","Morrow County",13.4,44.5,28.6,13.5
"2147","OH","Muskingum County",12.7,42.1,29.7,15.5
"2148","OH","Noble County",14.9,49.1,25.8,10.3
"2149","OH","Ottawa County",8,35.5,34.1,22.4
"2150","OH","Paulding County",10.7,48.8,26.4,14.1
"2151","OH","Perry County",14.3,44.9,28.5,12.3
"2152","OH","Pickaway County",12.8,41,27.7,18.6
"2153","OH","Pike County",19,40.4,26.8,13.8
"2154","OH","Portage County",7.9,36.3,27.2,28.7
"2155","OH","Preble County",10.6,43.6,29.9,15.8
"2156","OH","Putnam County",6.8,42.4,30.5,20.3
"2157","OH","Richland County",13.2,39.8,29.2,17.8
"2158","OH","Ross County",13.3,42.3,27.7,16.6
"2159","OH","Sandusky County",9.8,42.3,31.9,16
"2160","OH","Scioto County",15.2,42,27.9,15
"2161","OH","Seneca County",8.8,46.1,29.9,15.2
"2162","OH","Shelby County",9.9,42.5,30.2,17.4
"2163","OH","Stark County",8.7,37.8,30.8,22.8
"2164","OH","Summit County",8.4,30.6,28.9,32.1
"2165","OH","Trumbull County",10.9,44.9,25.7,18.5
"2166","OH","Tuscarawas County",14.1,45.7,24.3,15.8
"2167","OH","Union County",7.4,34.1,25.4,33
"2168","OH","Van Wert County",9,46.1,28.7,16.2
"2169","OH","Vinton County",20.2,46.2,22.1,11.5
"2170","OH","Warren County",6.5,25.9,25.3,42.3
"2171","OH","Washington County",9.1,41.8,29.9,19.2
"2172","OH","Wayne County",14,39.4,24.7,21.9
"2173","OH","Williams County",10.5,43.4,31.1,15
"2174","OH","Wood County",5.9,31.1,29.9,33.1
"2175","OH","Wyandot County",9.1,46.2,28.9,15.7
"2176","OK","Oklahoma",12.2,31.3,31.3,25.2
"2177","OK","Adair County",19.8,45.6,23.1,11.6
"2178","OK","Alfalfa County",13.2,39.1,27.6,20.2
"2179","OK","Atoka County",17.3,40.6,27.1,15
"2180","OK","Beaver County",15.8,36,28.5,19.7
"2181","OK","Beckham County",13,38.4,31.3,17.3
"2182","OK","Blaine County",17.5,34.5,31.5,16.6
"2183","OK","Bryan County",14,32,31.2,22.8
"2184","OK","Caddo County",14.5,39.9,29.4,16.3
"2185","OK","Canadian County",7.7,29.5,36,26.8
"2186","OK","Carter County",12.6,36.4,30.4,20.6
"2187","OK","Cherokee County",14.8,31.4,28.7,25
"2188","OK","Choctaw County",18.6,39.4,29.7,12.3
"2189","OK","Cimarron County",13.6,37.1,26.6,22.6
"2190","OK","Cleveland County",8,25.6,33.9,32.5
"2191","OK","Coal County",16.6,41.7,24.2,17.6
"2192","OK","Comanche County",10.4,32.1,35,22.5
"2193","OK","Cotton County",14.2,43.4,29.3,13.2
"2194","OK","Craig County",13.4,40.1,31.7,14.8
"2195","OK","Creek County",13.2,40.5,29.9,16.3
"2196","OK","Custer County",14.1,30.6,29.7,25.5
"2197","OK","Delaware County",16.1,35.6,30.7,17.6
"2198","OK","Dewey County",7.2,39.4,28.8,24.5
"2199","OK","Ellis County",12.7,38.6,28.8,20
"2200","OK","Garfield County",11.8,36.8,29,22.4
"2201","OK","Garvin County",14.3,45.1,26,14.5
"2202","OK","Grady County",10.8,39.8,29.7,19.7
"2203","OK","Grant County",9.9,34.7,32.3,23.1
"2204","OK","Greer County",15.8,36.6,34.1,13.5
"2205","OK","Harmon County",23.1,23.5,32.1,21.3
"2206","OK","Harper County",17.8,30.8,29.3,22
"2207","OK","Haskell County",18.3,37.4,29.6,14.7
"2208","OK","Hughes County",18.4,39.2,29.5,12.9
"2209","OK","Jackson County",17.2,27.6,34.3,20.9
"2210","OK","Jefferson County",17.1,39.4,29.6,13.9
"2211","OK","Johnston County",16.1,35.6,31.2,17.2
"2212","OK","Kay County",13.4,32.7,34.8,19.1
"2213","OK","Kingfisher County",13,35.4,28,23.6
"2214","OK","Kiowa County",16.3,36.3,30,17.4
"2215","OK","Latimer County",12.2,36.2,34.3,17.2
"2216","OK","Le Flore County",17.5,40.3,27.2,15.1
"2217","OK","Lincoln County",13.7,39.2,32,15.1
"2218","OK","Logan County",9.8,32.1,30.5,27.6
"2219","OK","Love County",15.8,42.8,26.9,14.5
"2220","OK","McClain County",10.1,33.3,32.4,24.2
"2221","OK","McCurtain County",16.9,43.5,26.3,13.2
"2222","OK","McIntosh County",14.2,42.2,29.4,14.2
"2223","OK","Major County",11.7,40.4,28.5,19.4
"2224","OK","Marshall County",19.2,35.4,29.7,15.7
"2225","OK","Mayes County",13.4,39.1,33,14.6
"2226","OK","Murray County",16.5,37.4,27.6,18.5
"2227","OK","Muskogee County",14.9,36.2,29.3,19.5
"2228","OK","Noble County",10.2,39.9,28.8,21.1
"2229","OK","Nowata County",11,45.4,32.9,10.7
"2230","OK","Okfuskee County",20.8,38.6,29,11.6
"2231","OK","Oklahoma County",12.8,25.3,30.1,31.8
"2232","OK","Okmulgee County",14,35.7,36.2,14.1
"2233","OK","Osage County",12.3,38.6,31.5,17.6
"2234","OK","Ottawa County",15.1,37.3,33.6,14.1
"2235","OK","Pawnee County",11.7,43.7,28.5,16.1
"2236","OK","Payne County",8.2,26.9,28,36.9
"2237","OK","Pittsburg County",13.1,38.5,32.9,15.5
"2238","OK","Pontotoc County",11.3,33.3,27.3,28.1
"2239","OK","Pottawatomie County",12.4,35.9,33.3,18.3
"2240","OK","Pushmataha County",16.5,41.1,27.4,15
"2241","OK","Roger Mills County",10.3,37.2,34,18.5
"2242","OK","Rogers County",7.9,32.8,34.9,24.3
"2243","OK","Seminole County",15.4,34.1,36.4,14.1
"2244","OK","Sequoyah County",19.2,38.5,29,13.3
"2245","OK","Stephens County",12.6,41.1,28.9,17.4
"2246","OK","Texas County",26.8,26.1,24.9,22.3
"2247","OK","Tillman County",22.5,33.6,26.2,17.7
"2248","OK","Tulsa County",10.8,25.5,32.5,31.2
"2249","OK","Wagoner County",9.6,32.9,34.2,23.3
"2250","OK","Washington County",9.3,33.9,28.3,28.6
"2251","OK","Washita County",10.4,42.9,26.3,20.4
"2252","OK","Woods County",10.8,29.8,28.7,30.6
"2253","OK","Woodward County",11.9,40.7,27.6,19.8
"2254","OR","Oregon",9.6,23,34.5,32.9
"2255","OR","Baker County",10.4,32.9,34.4,22.3
"2256","OR","Benton County",4.6,13.9,27.9,53.6
"2257","OR","Clackamas County",6.7,21.3,35.2,36.8
"2258","OR","Clatsop County",8.4,25.1,41.9,24.6
"2259","OR","Columbia County",9.6,34.3,38.2,17.8
"2260","OR","Coos County",11.2,30.2,40.7,17.9
"2261","OR","Crook County",12.4,33,37.9,16.6
"2262","OR","Curry County",10.9,26.7,38.4,24
"2263","OR","Deschutes County",6.5,22.3,37,34.2
"2264","OR","Douglas County",10.9,32.4,39.5,17.2
"2265","OR","Gilliam County",9.7,31.2,38.9,20.2
"2266","OR","Grant County",11.2,33.3,36.6,18.8
"2267","OR","Harney County",10.2,33,39.8,17
"2268","OR","Hood River County",18.9,21.2,28.3,31.6
"2269","OR","Jackson County",10.4,26.3,36,27.4
"2270","OR","Jefferson County",14,29.6,38,18.4
"2271","OR","Josephine County",9.8,30.9,42.1,17.2
"2272","OR","Klamath County",12.6,30.1,37.9,19.4
"2273","OR","Lake County",13.1,35.5,36,15.4
"2274","OR","Lane County",8.6,23.5,38.3,29.6
"2275","OR","Lincoln County",9.4,27.5,39,24.1
"2276","OR","Linn County",10.1,30,40.4,19.5
"2277","OR","Malheur County",19.1,30.3,36.7,13.8
"2278","OR","Marion County",14.7,27.7,34.8,22.8
"2279","OR","Morrow County",24.7,32.5,31.9,10.9
"2280","OR","Multnomah County",8.7,17.3,29.5,44.5
"2281","OR","Polk County",9.6,24,36.3,30.1
"2282","OR","Sherman County",8.6,33,38.9,19.5
"2283","OR","Tillamook County",9.7,31.5,37.8,21
"2284","OR","Umatilla County",17.8,28.5,37.4,16.2
"2285","OR","Union County",7.7,32.7,34.9,24.8
"2286","OR","Wallowa County",7.5,30.1,37.7,24.7
"2287","OR","Wasco County",14.2,28.5,36.8,20.5
"2288","OR","Washington County",8.4,17.5,30.4,43.7
"2289","OR","Wheeler County",7.9,37.1,41,14
"2290","OR","Yamhill County",11.7,25.6,36.2,26.5
"2291","PA","Pennsylvania",9.8,35.1,24.3,30.8
"2292","PA","Adams County",11.4,40.5,25.7,22.4
"2293","PA","Allegheny County",5.7,27.8,25.8,40.7
"2294","PA","Armstrong County",10.5,48,25.2,16.2
"2295","PA","Beaver County",6.9,38.2,31.2,23.7
"2296","PA","Bedford County",12.5,51.2,22,14.2
"2297","PA","Berks County",13.5,37.2,24.7,24.5
"2298","PA","Blair County",9.1,45.4,24.7,20.8
"2299","PA","Bradford County",11.1,46.7,24.3,17.8
"2300","PA","Bucks County",6.1,28.8,24.6,40.5
"2301","PA","Butler County",5.4,33.2,26,35.4
"2302","PA","Cambria County",8.7,44.9,25,21.4
"2303","PA","Cameron County",9,47.4,27.7,15.9
"2304","PA","Carbon County",10.4,45.5,27.4,16.8
"2305","PA","Centre County",5.7,30,19.6,44.7
"2306","PA","Chester County",6.7,21.4,20,51.8
"2307","PA","Clarion County",10.4,45,21.9,22.7
"2308","PA","Clearfield County",13.1,49.1,23.5,14.3
"2309","PA","Clinton County",11.3,45.5,24.3,19
"2310","PA","Columbia County",10,43.4,24.1,22.5
"2311","PA","Crawford County",10.7,46.3,22.2,20.8
"2312","PA","Cumberland County",7.7,32.9,23.6,35.8
"2313","PA","Dauphin County",10.3,33.6,25.6,30.5
"2314","PA","Delaware County",7.2,30.5,24,38.3
"2315","PA","Elk County",7.7,48.5,25.2,18.6
"2316","PA","Erie County",8.7,39,24.6,27.7
"2317","PA","Fayette County",11.4,49.2,23.2,16.2
"2318","PA","Forest County",17.6,55.6,19.4,7.4
"2319","PA","Franklin County",12.6,42.7,23.7,21
"2320","PA","Fulton County",12.7,52.2,21.7,13.4
"2321","PA","Greene County",12.6,46.4,22.8,18.2
"2322","PA","Huntingdon County",10.9,49.2,23,16.9
"2323","PA","Indiana County",10.3,43.7,23.3,22.6
"2324","PA","Jefferson County",10.3,50.1,23.2,16.4
"2325","PA","Juniata County",17,49.5,19.4,14.2
"2326","PA","Lackawanna County",9.1,36.8,26.4,27.7
"2327","PA","Lancaster County",15.1,35.8,22.1,26.9
"2328","PA","Lawrence County",9.8,43.4,25.4,21.4
"2329","PA","Lebanon County",13,44.2,22.5,20.3
"2330","PA","Lehigh County",11.4,32.9,26.2,29.4
"2331","PA","Luzerne County",10.7,38.9,27.3,23.2
"2332","PA","Lycoming County",10.2,39.1,27.9,22.8
"2333","PA","McKean County",8.9,47.8,25.1,18.1
"2334","PA","Mercer County",10.2,43.5,23.8,22.6
"2335","PA","Mifflin County",14.8,51.8,20.9,12.5
"2336","PA","Monroe County",10.6,35.4,29.5,24.4
"2337","PA","Montgomery County",5.8,23.8,21.7,48.7
"2338","PA","Montour County",9.3,40.9,17,32.8
"2339","PA","Northampton County",9.4,34.8,26.6,29.2
"2340","PA","Northumberland County",12.9,50,21.1,16
"2341","PA","Perry County",12.5,46.5,24.6,16.4
"2342","PA","Philadelphia County",16.1,33,22.3,28.6
"2343","PA","Pike County",7.1,34,31,28
"2344","PA","Potter County",11.9,47.5,25.2,15.5
"2345","PA","Schuylkill County",11.4,46.6,25.8,16.2
"2346","PA","Snyder County",14.4,46.2,21.1,18.4
"2347","PA","Somerset County",11.9,50.1,22.4,15.5
"2348","PA","Sullivan County",10.3,48.5,23.9,17.3
"2349","PA","Susquehanna County",10.8,45.5,25.8,17.8
"2350","PA","Tioga County",10.2,45.4,25.4,19.1
"2351","PA","Union County",13.6,38.8,22,25.5
"2352","PA","Venango County",10.2,48.4,23.7,17.6
"2353","PA","Warren County",7.4,46.1,27.2,19.3
"2354","PA","Washington County",7.1,38.2,25.1,29.5
"2355","PA","Wayne County",10.2,43.8,25.7,20.4
"2356","PA","Westmoreland County",6,37.5,28,28.5
"2357","PA","Wyoming County",7.1,47.4,25.9,19.6
"2358","PA","York County",10.6,40.2,25,24.2
"2359","RI","Rhode Island",12,28.2,26.5,33.3
"2360","RI","Bristol County",9.9,19.9,23.1,47.1
"2361","RI","Kent County",8.4,28.4,31,32.1
"2362","RI","Newport County",6.4,21.7,24,47.9
"2363","RI","Providence County",15.2,30.9,25.9,28.1
"2364","RI","Washington County",5.9,22.7,26.5,45
"2365","SC","South Carolina",12.9,29.5,30.2,27.4
"2366","SC","Abbeville County",19.8,34.6,29.6,15.9
"2367","SC","Aiken County",12.7,32.2,28.7,26.4
"2368","SC","Allendale County",22.3,44,24.4,9.4
"2369","SC","Anderson County",15.5,31.3,31.8,21.4
"2370","SC","Bamberg County",17.7,33.2,30.4,18.7
"2371","SC","Barnwell County",18.9,35.7,33.9,11.5
"2372","SC","Beaufort County",7.1,22.9,29.6,40.3
"2373","SC","Berkeley County",11.2,29.7,35.3,23.8
"2374","SC","Calhoun County",14.3,37.2,29.3,19.2
"2375","SC","Charleston County",8.5,22.7,26,42.8
"2376","SC","Cherokee County",20.4,36.6,29.2,13.8
"2377","SC","Chester County",17.8,41.2,27.2,13.7
"2378","SC","Chesterfield County",23.9,40.4,25.6,10.1
"2379","SC","Clarendon County",20.2,37.3,27,15.5
"2380","SC","Colleton County",13.3,44.1,27.3,15.2
"2381","SC","Darlington County",17.9,35.4,29.5,17.2
"2382","SC","Dillon County",25.1,38.4,25.4,11.1
"2383","SC","Dorchester County",9.9,27.7,34.5,27.9
"2384","SC","Edgefield County",17.6,37.1,27.5,17.8
"2385","SC","Fairfield County",17.5,39.3,26.2,17
"2386","SC","Florence County",15.4,33.1,28.5,23.1
"2387","SC","Georgetown County",12.9,29,30.9,27.2
"2388","SC","Greenville County",12.2,24.7,28.9,34.2
"2389","SC","Greenwood County",16.3,30.8,29.4,23.5
"2390","SC","Hampton County",17.6,46.9,24,11.4
"2391","SC","Horry County",10.2,32.8,33.5,23.6
"2392","SC","Jasper County",18.5,38.3,26.2,16.9
"2393","SC","Kershaw County",13.5,36.9,29.8,19.9
"2394","SC","Lancaster County",13.6,31.9,27.6,26.9
"2395","SC","Laurens County",19.5,35,30.1,15.4
"2396","SC","Lee County",21.3,42.1,24.3,12.3
"2397","SC","Lexington County",10.4,28.7,30.8,30.1
"2398","SC","McCormick County",18.7,32.9,28.1,20.2
"2399","SC","Marion County",19.2,39,27.3,14.4
"2400","SC","Marlboro County",24.1,41.4,25.2,9.4
"2401","SC","Newberry County",19,36,28,17.1
"2402","SC","Oconee County",16.1,29.9,29.5,24.6
"2403","SC","Orangeburg County",14.4,32.3,33.8,19.5
"2404","SC","Pickens County",15.1,30.1,30.2,24.5
"2405","SC","Richland County",8.9,22.4,30.9,37.7
"2406","SC","Saluda County",20.8,36.2,26.9,16.1
"2407","SC","Spartanburg County",14.7,29.4,32,23.8
"2408","SC","Sumter County",16.4,31,34.2,18.5
"2409","SC","Union County",18.6,39.8,29.5,12.1
"2410","SC","Williamsburg County",19.3,41.9,26.1,12.7
"2411","SC","York County",10.4,25.9,31.7,32
"2412","SD","South Dakota",8.3,30.6,32.7,28.5
"2413","SD","Aurora County",13.2,33.6,32.7,20.6
"2414","SD","Beadle County",14.7,35.3,30,20.1
"2415","SD","Bennett County",18,32.1,31.4,18.4
"2416","SD","Bon Homme County",12.3,36.4,32.9,18.4
"2417","SD","Brookings County",4.6,28.6,27.6,39.2
"2418","SD","Brown County",6.8,30.5,33.3,29.3
"2419","SD","Brule County",12.5,30.7,32.1,24.8
"2420","SD","Buffalo County",20.4,39.8,30.5,9.4
"2421","SD","Butte County",9.4,42.2,27.7,20.6
"2422","SD","Campbell County",10.8,36.9,23.4,28.8
"2423","SD","Charles Mix County",12.1,38.2,32.2,17.5
"2424","SD","Clark County",9,40.3,32.1,18.6
"2425","SD","Clay County",4.1,21.7,25.8,48.4
"2426","SD","Codington County",8,36.8,33.7,21.6
"2427","SD","Corson County",16.9,34.2,31.9,17
"2428","SD","Custer County",5.9,30.6,38.5,25
"2429","SD","Davison County",8.3,30.6,37.2,23.9
"2430","SD","Day County",10.4,37.8,31.2,20.6
"2431","SD","Deuel County",9.2,37.7,29.6,23.6
"2432","SD","Dewey County",14.4,35.6,34,16
"2433","SD","Douglas County",12.4,36.6,34,16.9
"2434","SD","Edmunds County",9.7,35.3,29.5,25.5
"2435","SD","Fall River County",7.7,31.9,38.9,21.5
"2436","SD","Faulk County",7.2,33.3,30.5,28.9
"2437","SD","Grant County",9.2,43.6,29.8,17.4
"2438","SD","Gregory County",10.7,34.4,34.4,20.5
"2439","SD","Haakon County",9.6,43.9,31.4,15.1
"2440","SD","Hamlin County",8.7,42.3,28.7,20.3
"2441","SD","Hand County",6.3,32.7,37.7,23.3
"2442","SD","Hanson County",7.1,38.2,34.6,20.1
"2443","SD","Harding County",7.5,32.9,33.6,26.1
"2444","SD","Hughes County",7.7,27.8,29,35.5
"2445","SD","Hutchinson County",12.3,33,29.1,25.5
"2446","SD","Hyde County",7.8,42.8,26.9,22.5
"2447","SD","Jackson County",17.3,33.3,28.8,20.5
"2448","SD","Jerauld County",11.3,40.8,27.2,20.8
"2449","SD","Jones County",6,42.5,27.5,24
"2450","SD","Kingsbury County",8.7,37.9,30.7,22.7
"2451","SD","Lake County",7.7,34.7,24.7,32.9
"2452","SD","Lawrence County",6.4,30,29,34.7
"2453","SD","Lincoln County",5.2,21.7,33.7,39.4
"2454","SD","Lyman County",9.9,38.1,32.2,19.8
"2455","SD","McCook County",12.3,34.1,30.2,23.4
"2456","SD","McPherson County",16.5,33.1,33.9,16.4
"2457","SD","Marshall County",7.8,32.4,35.7,24
"2458","SD","Meade County",5.5,30.6,36.6,27.2
"2459","SD","Mellette County",18.9,37.1,30.3,13.7
"2460","SD","Miner County",11.9,36,32,20.2
"2461","SD","Minnehaha County",7.8,27.2,33.1,31.9
"2462","SD","Moody County",9.4,32.8,36.8,21
"2463","SD","Oglala Lakota County",24,25.3,38.9,11.8
"2464","SD","Pennington County",6.2,28.6,34.5,30.7
"2465","SD","Perkins County",6.2,37.1,36.8,20
"2466","SD","Potter County",8.6,36,33.6,21.8
"2467","SD","Roberts County",11.5,35.6,35.7,17.2
"2468","SD","Sanborn County",8.4,40,31.8,19.7
"2469","SD","Spink County",9,36.5,32.3,22.2
"2470","SD","Stanley County",5.9,33.1,29.7,31.3
"2471","SD","Sully County",4.7,34.7,35.1,25.5
"2472","SD","Todd County",22.1,29.5,32.5,15.8
"2473","SD","Tripp County",9.4,40.4,28.7,21.5
"2474","SD","Turner County",6.6,33.1,37.1,23.2
"2475","SD","Union County",8.2,27.7,33.7,30.4
"2476","SD","Walworth County",9.9,38.5,28.4,23.2
"2477","SD","Yankton County",9.1,33,29.7,28.2
"2478","SD","Ziebach County",15.9,37.6,30.2,16.3
"2479","TN","Tennessee",13,32.4,28,26.6
"2480","TN","Anderson County",13.2,33.1,30.2,23.5
"2481","TN","Bedford County",19.2,40.6,23.9,16.3
"2482","TN","Benton County",19.1,46.5,21.8,12.6
"2483","TN","Bledsoe County",25.1,38.7,23.4,12.9
"2484","TN","Blount County",10.9,34.8,30.3,24
"2485","TN","Bradley County",15.7,32.3,30.1,21.9
"2486","TN","Campbell County",24.5,40.9,22.7,11.9
"2487","TN","Cannon County",15.9,48.5,21.8,13.8
"2488","TN","Carroll County",17.9,41.6,23.3,17.2
"2489","TN","Carter County",17.2,39.4,26.6,16.8
"2490","TN","Cheatham County",15,36.4,29,19.6
"2491","TN","Chester County",13.7,40.7,29.2,16.4
"2492","TN","Claiborne County",19.6,38.4,26.8,15.2
"2493","TN","Clay County",19.4,46.1,19.9,14.6
"2494","TN","Cocke County",21.4,45.4,22.4,10.8
"2495","TN","Coffee County",13.7,38.7,27.9,19.6
"2496","TN","Crockett County",18.9,41.9,26.2,13
"2497","TN","Cumberland County",14,40,27.8,18.3
"2498","TN","Davidson County",11.4,22.7,25.6,40.3
"2499","TN","Decatur County",16.5,43.8,27,12.8
"2500","TN","DeKalb County",20.1,42.2,22.1,15.7
"2501","TN","Dickson County",16.9,41.2,26.4,15.4
"2502","TN","Dyer County",17.3,37.3,28.4,16.9
"2503","TN","Fayette County",13.4,33.1,31.9,21.7
"2504","TN","Fentress County",20.2,44.3,21.9,13.6
"2505","TN","Franklin County",12.8,40,26.5,20.7
"2506","TN","Gibson County",15.1,38.8,28.2,17.8
"2507","TN","Giles County",14.6,44,26.2,15.1
"2508","TN","Grainger County",21,44.1,24.4,10.6
"2509","TN","Greene County",16.4,42.4,25.8,15.3
"2510","TN","Grundy County",24.3,42.1,21.4,12.1
"2511","TN","Hamblen County",18.7,40.3,24.9,16.1
"2512","TN","Hamilton County",10.8,27.5,30.5,31.2
"2513","TN","Hancock County",23.7,42.6,22.1,11.5
"2514","TN","Hardeman County",20.9,47.6,20.1,11.4
"2515","TN","Hardin County",19.6,42.9,23.6,13.9
"2516","TN","Hawkins County",16.3,43.2,26.5,14
"2517","TN","Haywood County",17.9,45.1,24.4,12.6
"2518","TN","Henderson County",18.8,40.2,27.2,13.8
"2519","TN","Henry County",14,47.2,21.8,17.1
"2520","TN","Hickman County",20.3,44.5,24.2,11
"2521","TN","Houston County",23.2,46.1,20.1,10.6
"2522","TN","Humphreys County",15.5,46.7,24.4,13.3
"2523","TN","Jackson County",21.5,46.8,22.6,9
"2524","TN","Jefferson County",15.5,38.9,29.1,16.4
"2525","TN","Johnson County",20.4,41.9,26.3,11.3
"2526","TN","Knox County",9,25.8,28.5,36.7
"2527","TN","Lake County",26.5,43.8,19.3,10.4
"2528","TN","Lauderdale County",23,44.6,23.7,8.8
"2529","TN","Lawrence County",17.5,44.8,25.2,12.5
"2530","TN","Lewis County",15.4,41.3,31.8,11.5
"2531","TN","Lincoln County",16.9,40.7,23.7,18.8
"2532","TN","Loudon County",14.3,33.8,25.6,26.3
"2533","TN","McMinn County",15.2,42.6,26.3,15.8
"2534","TN","McNairy County",19,44.2,24,12.7
"2535","TN","Macon County",21.2,46.2,22.6,10
"2536","TN","Madison County",11.7,34.5,27.9,25.9
"2537","TN","Marion County",18.9,39.5,30,11.6
"2538","TN","Marshall County",15.2,42.2,28.3,14.3
"2539","TN","Maury County",10.6,35.8,31.8,21.8
"2540","TN","Meigs County",15.5,45.4,28.5,10.5
"2541","TN","Monroe County",21.1,40.2,26,12.8
"2542","TN","Montgomery County",7.5,29.1,36.2,27.2
"2543","TN","Moore County",14.4,42,22.9,20.7
"2544","TN","Morgan County",18.7,50.3,23.6,7.3
"2545","TN","Obion County",16.6,44.8,23.7,14.9
"2546","TN","Overton County",20.4,45.2,21.2,13.1
